Source,Target,Weight
18,55,25.22293164314289
12,55,31.58127774617085
30,55,54.00592956009751
0,55,20.501743858149062
111,55,26.468391555977576
15,56,38.88811575032741
35,56,27.70879277472438
102,56,25.357412874239948
67,56,23.41281493970028
100,56,29.894342585346926
88,56,21.131792917374074
63,56,21.080478447912995
109,56,29.945400773839896
74,56,21.17036044400364
9,56,28.16821301315872
74,57,30.27077436735024
76,57,23.21869703965049
76,58,20.021932698311588
91,59,24.933802259856545
49,59,33.47708077913068
27,59,25.314659453818305
89,59,39.53022984092444
40,59,34.100052024791246
33,60,48.76806081178149
64,60,58.65780661217398
78,60,22.3209731892725
72,60,22.85555700027764
62,60,26.36926476163211
79,60,33.554731128787694
28,60,20.22800685545149
8,60,31.510711170360768
12,61,22.82841216302881
22,62,27.010622489444646
50,62,35.71297781108102
60,62,26.36926476163211
53,62,20.23026605428928
70,62,65.07025912410015
72,62,25.909942488756776
48,62,22.91619071652686
41,62,21.35568889023083
2,62,24.80008942291756
9,62,29.097834547698525
21,62,22.596885929311604
56,63,21.080478447912995
79,63,27.473141406934243
9,63,48.583173464083416
48,64,42.73172932305638
78,64,55.19274755197871
33,64,58.829076622959285
8,64,47.56352702530362
60,64,58.65780661217398
77,64,22.16325031188543
80,64,23.40192325369395
113,65,43.41882511710604
45,65,47.97788760375011
94,65,79.08853577916759
44,65,78.75928046651394
67,65,24.763189829170084
92,66,21.82760476470736
71,66,45.06151433906438
109,67,20.860246776482484
65,67,24.763189829170084
44,67,30.341581071883272
56,67,23.41281493970028
81,68,21.364077886249937
22,69,20.85572142496804
22,70,51.447604909108925
53,70,45.88473321024233
110,70,41.03704549651282
50,70,46.619090898232265
48,70,47.3281575555596
2,70,28.01067925660409
41,70,45.66104087971069
62,70,65.07025912410015
42,70,32.350506919162136
21,70,37.40149646160739
66,71,45.06151433906438
92,71,22.717442387504864
62,72,25.909942488756776
79,72,26.28018174137368
84,72,25.69011032907274
60,72,22.85555700027764
24,72,22.48925264318247
83,72,21.79517505760149
109,73,20.24069060325144
34,74,25.251371861419308
19,74,24.301045666206715
57,74,30.27077436735024
24,74,49.90594295368325
17,74,22.320432253935472
76,74,28.53574785327096
56,74,21.17036044400364
19,75,30.144660032562147
74,76,28.53574785327096
58,76,20.021932698311588
57,76,23.21869703965049
78,77,61.53102297253567
80,77,25.480581476491025
64,77,22.16325031188543
64,78,55.19274755197871
85,78,24.9979588147436
77,78,61.53102297253567
80,78,65.12985505970208
8,78,31.62020230471286
60,78,22.3209731892725
33,78,31.924272588963444
48,78,33.56735910485145
60,79,33.554731128787694
63,79,27.473141406934243
28,79,29.349098676116647
72,79,26.28018174137368
78,80,65.12985505970208
64,80,23.40192325369395
77,80,25.480581476491025
33,80,21.543458417676824
68,81,21.364077886249937
89,82,26.11759862631264
108,82,33.69066907565828
11,82,22.175589109335288
40,82,21.646667877763228
51,82,25.049498396111403
72,83,21.79517505760149
84,83,95.36131071220332
72,84,25.69011032907274
83,84,95.36131071220332
50,85,24.68172813218768
48,85,23.782469883653217
78,85,24.9979588147436
41,85,23.639529235488705
42,85,32.070376656092115
54,85,60.5459411279876
8,85,20.42587841667116
22,85,40.96336126549837
97,85,20.18548801090922
38,86,21.62593446217338
39,86,22.757440009799737
10,86,50.79184563415286
96,87,33.685943095200074
15,88,24.71706557378606
56,88,21.131792917374074
108,89,20.16560629687762
91,89,63.33021731315284
82,89,26.11759862631264
90,89,57.04039265671136
59,89,39.53022984092444
47,89,39.812105148516856
40,89,103.26828446355265
52,89,30.61333985121873
46,89,43.954259225314345
89,90,57.04039265671136
40,90,30.232903706376277
91,90,60.61682620955685
59,91,24.933802259856545
47,91,27.964591852574834
89,91,63.33021731315284
52,91,24.06449025192885
90,91,60.61682620955685
40,91,64.10989821309226
46,91,25.041214810765112
71,92,22.717442387504864
93,92,24.35477291784809
18,92,25.613903617043626
66,92,21.82760476470736
12,92,21.6722646057341
13,93,25.67647418219353
107,93,26.29146633095843
103,93,21.788893442838376
0,93,32.322524219339904
30,93,32.62377908692168
12,93,59.67328948689907
55,93,20.444792111689296
92,93,24.35477291784809
18,93,45.91465123552504
113,94,48.62033486702057
45,94,36.02337467321895
65,94,79.08853577916759
44,94,87.21964246099864
1,95,37.14658992420456
87,96,33.685943095200074
8,97,24.153685861107466
42,97,26.230983374393585
85,97,20.18548801090922
50,97,36.79192549817867
48,97,20.23882304372428
22,97,31.56405510257182
50,98,21.153243249312748
42,98,22.16103641345508
7,99,38.87998222920348
6,99,31.03648178393663
56,100,29.894342585346926
18,101,25.000233473145794
56,102,25.357412874239948
12,103,23.711346281144564
93,103,21.788893442838376
18,103,25.185135956324604
32,104,49.61621727834464
31,104,45.26074988295236
18,105,27.71554342863794
53,106,28.79989665496036
0,107,28.074400427611117
30,107,32.81595165036012
18,107,29.299880033528957
93,107,26.29146633095843
111,107,53.17990345536856
55,107,34.58709265871981
12,107,40.95142172605998
13,107,28.356535431019815
82,108,33.69066907565828
40,108,21.210956925188103
89,108,20.16560629687762
73,109,20.24069060325144
56,109,29.945400773839896
67,109,20.860246776482484
70,110,41.03704549651282
42,110,22.2164407540198
22,110,31.264824668848835
21,110,25.13313076574851
26,110,24.9192961821526
50,110,28.87017059988903
55,111,26.468391555977576
107,111,53.17990345536856
30,111,24.228201856682706
18,111,38.95749217569616
12,111,28.15902333873328
0,111,32.35092522005943
18,112,24.673147548722167
65,113,43.41882511710604
94,113,48.62033486702057
45,113,34.71286507120063
44,113,46.36509077387072
51,114,42.721668458812765
